 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,43.3, NaN, NaN,0,20.8
0.04,0.04,-28.5,-71.8, NaN,28,20.8
0.08,0.04,-38.5,-10, NaN,48,20.8
0.12,0.04,-39,-0.5, NaN,51,20.8
0.16,0.04,-38.7,0.3, NaN,54,20.8
0.2,0.04,-28.4,10.3, NaN,83,20.8
0.24,0.04,-21.2,7.2, NaN,104,20.8
0.28,0.04,-16.7,4.5, NaN,118,20.8
0.32,0.04,-11.4,5.3, NaN,130,20.8
0.36,0.04,-7.6,3.8, NaN,143,20.8
0.4,0.04,-2.6,5, NaN,159,20.8
0.44,0.04,-0.9,1.7, NaN,163,20.8
0.48,0.04,0.3,1.2, NaN,167,20.8
0.52,0.04,4,3.7, NaN,174,20.8
0.56,0.04,5.3,1.3, NaN,178,20.8
0.6,0.04,9.9,4.6, NaN,191,20.8
0.64,0.04,12.5,2.6, NaN,198,20.8
0.68,0.04,14.4,1.9, NaN,203,20.8
0.72,0.04,15.6,1.2, NaN,208,20.8
0.76,0.04,18.2,2.6, NaN,217,20.8
0.8,0.04,19.4,1.2, NaN,222,20.8
0.84,0.04,22.4,3, NaN,232,20.8
0.88,0.04,25.5,3.1, NaN,241,20.8
0.92,0.04,27.8,2.3, NaN,247,20.8
0.96,0.04,30.5,2.7, NaN,258,20.8
1,0.04,31.6,1.1, NaN,262,20.8
1.04,0.04,39.2,7.6, NaN,267,20.7
1.08,0.04,39.8,0.6, NaN,271,20.8
1.12,0.04,42.7,2.9, NaN,275,20.8
1.16,0.04,46.4,3.7, NaN,279,20.8
1.2,0.04,52.1,5.7, NaN,283,20.8
1.24,0.04,52.2,0.1, NaN,286,20.8
1.28,0.04,54.9,2.7, NaN,290,20.7
1.32,0.04,58.1,3.2, NaN,294,20.8
1.36,0.04,59.2,1.1, NaN,298,20.8
1.4,0.04,60.7,1.5, NaN,302,20.7
1.44,0.04,64.9,4.2, NaN,306,20.8
1.48,0.04,65.3,0.4, NaN,310,20.8
1.52,0.04,65.7,0.4, NaN,313,20.8
1.56,0.04,66.9,1.2, NaN,318,20.8
1.6,0.04,70.1,3.2, NaN,323,20.8
1.64,0.04,72.4,2.3, NaN,327,20.8
1.68,0.04,75.4,3, NaN,333,20.7
1.72,0.04,82.4,7, NaN,337,20.8
1.76,0.04,85.3,2.9, NaN,341,20.8
1.8,0.04,86.5,1.2, NaN,345,20.8
1.84,0.04,95.6,9.1, NaN,350,20.7
1.88,0.04,96.8,1.2, NaN,354,20.8
1.92,0.04,102.9,6.1, NaN,359,20.8
1.96,0.04,113.9,11, NaN,363,20.8
2,0.04,119.1,5.2, NaN,368,20.8
2.04,0.04,125.7,6.6, NaN,373,20.8
2.08,0.04,137.7,12, NaN,390,20.8
2.12,0.04,149.9,12.2,277.53,400,20.8
2.16,0.04,162,12.1,278.2,407,20.8
2.2,0.04,171.1,9.1,236.83,415,20.8
2.24,0.04,178.9,7.8,180.29,420,20.8
2.28,0.04,185.1,6.2,137.34,425,20.8
2.3,0.02,186.9,1.8,118.52,791,20.9
2.32,0.02,189.7,2.8,108.46,796,20.9
2.34,0.02,191.7,2,98.7,801,20.9
2.36,0.02,193.4,1.7,95.02,806,20.9
2.38,0.02,195.3,1.9,94.08,811,20.9
2.4,0.02,197.4,2.1,87.8,814,20.9
2.42,0.02,199,1.6,85.59,819,20.9
2.44,0.02,200.7,1.7,76.87,824,20.9
2.46,0.02,202.2,1.5,69.38,828,20.9
2.48,0.02,203.5,1.3,71.53,832,20.9
2.5,0.02,204.8,1.3,71.03,837,20.9
2.52,0.02,205.9,1.1,65.64,841,20.9
2.54,0.02,207.8,1.9,57.73,844,20.9
2.56,0.02,209.4,1.6,57.35,848,20.9
2.58,0.02,209.4,0,54.37,852,20.9
2.6,0.02,210.4,1,49.79,857,20.9
2.62,0.02,211.6,1.2,44.87,861,20.9
2.64,0.02,213.5,1.9,45.58,864,20.9
2.66,0.02,213.5,0,44.5,869,20.9
2.68,0.02,214.2,0.7,38.31,874,20.9
2.7,0.02,215,0.8,36.78,877,20.9
2.72,0.02,216,1,38.01,881,20.9
2.74,0.02,216.8,0.8,45.65,885,20.9
2.76,0.02,217.7,0.9,40.14,889,20.9
2.78,0.02,218.3,0.6,39.26,893,20.9
2.8,0.02,219.1,0.8,37.38,898,20.9
2.82,0.02,220.2,1.1,36.85,901,20.9
2.84,0.02,220.3,0.1,36.03,905,21
2.86,0.02,221.6,1.3,34.7,908,21
2.88,0.02,221.9,0.3,30.87,911,21
2.9,0.02,222.7,0.8,30.7,915,21
2.92,0.02,223.3,0.6,34.39,918,20.9
2.94,0.02,223.8,0.5,31.75,924,21
2.96,0.02,224.4,0.6,31.95,929,21
2.98,0.02,225.4,1,27.77,932,21
3,0.02,226,0.6,27.44,935,21
3.02,0.02,226,0,25.44,939,21
3.04,0.02,226.6,0.6,23.52,943,21
3.06,0.02,227.2,0.6,23.14,946,21
3.08,0.02,227.9,0.7,24.46,949,21
3.1,0.02,228.1,0.2,23.59,953,21
3.12,0.02,228.6,0.5,20.73,956,21
3.14,0.02,229,0.4,20.89,960,21
3.16,0.02,229.4,0.4,21.64,964,21
3.18,0.02,229.9,0.5,22.85,967,21
3.2,0.02,230.4,0.5,22.21,971,21
3.22,0.02,230.8,0.4,22.72,976,21
3.24,0.02,231.2,0.4,23.59,980,21
3.26,0.02,231.7,0.5,23.79,984,21
3.28,0.02,232.2,0.5,23.77,989,21
3.3,0.02,232.7,0.5,23.67,993,21
3.32,0.02,233.2,0.5,21.22,996,21
3.34,0.02,233.5,0.3,18.61,1000,21
3.36,0.02,233.9,0.4,18.89,1004,21
3.38,0.02,234.3,0.4,17.57,1007,21
3.4,0.02,234.5,0.2,17.08,1011,21
3.42,0.02,235,0.5,17.59,1015,21
3.44,0.02,235.5,0.5,18.91,1018,21
3.46,0.02,235.5,0,21.34,1022,21
3.48,0.02,236.1,0.6,21.75,1026,21
3.5,0.02,236.6,0.5,19.71,1030,21
3.52,0.02,237.1,0.5,17.95,1033,21
3.54,0.02,237.4,0.3,16.8,1036,21
3.56,0.02,237.5,0.1,14.58,1040,21
3.58,0.02,237.8,0.3,15.69,1043,21
3.6,0.02,238.2,0.4,17.55,1047,21
3.62,0.02,238.7,0.5,18.59,1050,21
3.64,0.02,239,0.3, NaN,1054,21
3.66,0.02,239.3,0.3, NaN,1057,21
3.68,0.02,239.6,0.3, NaN,1060,21
3.7,0.02,239.8,0.2, NaN,1064,21
3.72,0.02,240.1,0.3, NaN,1067,21
