 Comment / ID, Start time, Sample size, Corr. f, Density,,
2.88,0.02,216.8,0.5,33.46,862,21.2
2.9,0.02,217.7,0.9,33.81,865,21.2
2.92,0.02,218.4,0.7,32.16,869,21.2
2.94,0.02,219.1,0.7,34.74,872,21.2
2.96,0.02,219.7,0.6,33.94,876,21.2
2.98,0.02,220.3,0.6,31.82,879,21.2
3,0.02,220.8,0.5,31.12,882,21.2
3.02,0.02,221.9,1.1,29.29,886,21.2
3.04,0.02,222.2,0.3,27.83,889,21.2
3.06,0.02,222.6,0.4,26.29,893,21.2
3.08,0.02,223.2,0.6,24.65,896,21.2
3.1,0.02,223.7,0.5,26.19,900,21.2
3.12,0.02,224.3,0.6,28.14,904,21.2
3.14,0.02,224.8,0.5,25.94,907,21.2
3.16,0.02,225.3,0.5,23.43,911,21.2
3.18,0.02,226,0.7,25.08,915,21.2
3.2,0.02,226.1,0.1,25.4,918,21.2
3.22,0.02,226.7,0.6,26.14,922,21.2
3.24,0.02,227.3,0.6,24.52,925,21.2
3.26,0.02,228.1,0.8,24.21,929,21.2
3.28,0.02,228.2,0.1,23.85,932,21.2
3.3,0.02,228.7,0.5,20.94,935,21.2
3.32,0.02,229,0.3,20.44,939,21.2
3.34,0.02,229.7,0.7,21.23,942,21.2
3.36,0.02,230,0.3,21.78,946,21.2
3.38,0.02,230.4,0.4,20.02,949,21.2
3.4,0.02,230.8,0.4,19.28,952,21.2
3.42,0.02,231.2,0.4,18.33,955,21.2
3.44,0.02,231.5,0.3,18.71,961,21.2
3.46,0.02,232,0.5,19.28,964,21.2
3.48,0.02,232.3,0.3,20.81,968,21.2
3.5,0.02,232.7,0.4,21.02,972,21.2
3.52,0.02,233.1,0.4,20.33,975,21.2
3.54,0.02,233.7,0.6,19.29,979,21.2
3.56,0.02,234,0.3,19.02,982,21.2
3.58,0.02,234.2,0.2,16.95,985,21.2
3.6,0.02,234.6,0.4,15.75,989,21.2
3.62,0.02,235,0.4,15.41,992,21.2
3.64,0.02,235.3,0.3,16.23,996,21.2
3.66,0.02,235.5,0.2,15.21,999,21.2
3.68,0.02,235.9,0.4,15.27,1003,21.2
3.7,0.02,236.2,0.3,15.64,1006,21.2
3.72,0.02,236.5,0.3, NaN,1011,21.2
3.74,0.02,236.8,0.3, NaN,1015,21.2
3.76,0.02,237.3,0.5, NaN,1018,21.2
3.78,0.02,237.5,0.2, NaN,1022,21.2
3.8,0.02,238,0.5, NaN,1025,21.2
