 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,39.4, NaN, NaN,0,21.3
0.04,0.04,-37.6,-77, NaN,28,21.3
0.08,0.04,-43.5,-5.9, NaN,42,21.3
0.12,0.04,-43.7,-0.2, NaN,45,21.3
0.16,0.04,-41.4,2.3, NaN,52,21.3
0.2,0.04,-29.8,11.6, NaN,83,21.3
0.24,0.04,-22.5,7.3, NaN,103,21.2
0.28,0.04,-17.8,4.7, NaN,110,21.3
0.32,0.04,-12.6,5.2, NaN,124,21.3
0.36,0.04,-7.7,4.9, NaN,138,21.3
0.4,0.04,-3.9,3.8, NaN,149,21.3
0.44,0.04,-1.5,2.4, NaN,155,21.2
0.48,0.04,1.5,3, NaN,161,21.3
0.52,0.04,4.7,3.2, NaN,166,21.3
0.56,0.04,8,3.3, NaN,171,21.2
0.6,0.04,11.1,3.1, NaN,176,21.2
0.64,0.04,15.2,4.1, NaN,180,21.3
0.68,0.04,17.6,2.4, NaN,184,21.3
0.72,0.04,18.2,0.6, NaN,188,21.3
0.76,0.04,19.5,1.3, NaN,192,21.3
0.8,0.04,22.4,2.9, NaN,197,21.3
0.84,0.04,24.2,1.8, NaN,202,21.3
0.88,0.04,25.6,1.4, NaN,206,21.3
0.92,0.04,31.4,5.8, NaN,211,21.3
0.96,0.04,33.3,1.9, NaN,214,21.3
1,0.04,38.9,5.6, NaN,218,21.2
1.04,0.04,39.9,1, NaN,222,21.3
1.08,0.04,41.2,1.3, NaN,226,21.3
1.12,0.04,44.3,3.1, NaN,230,21.3
1.16,0.04,44.7,0.4, NaN,233,21.3
1.2,0.04,51.4,6.7, NaN,237,21.3
1.24,0.04,51.1,-0.3, NaN,240,21.3
1.28,0.04,54,2.9, NaN,244,21.3
1.32,0.04,54.9,0.9, NaN,248,21.3
1.36,0.04,57.2,2.3, NaN,252,21.3
1.4,0.04,60.2,3, NaN,256,21.3
1.44,0.04,61.4,1.2, NaN,259,21.3
1.48,0.04,74.2,12.8, NaN,263,21.3
1.52,0.04,76.4,2.2, NaN,267,21.3
1.56,0.04,72.3,-4.1, NaN,278,21.3
1.6,0.04,76.6,4.3, NaN,282,21.3
1.64,0.04,79.5,2.9, NaN,285,21.3
1.68,0.04,82.8,3.3, NaN,289,21.3
1.72,0.04,88.2,5.4, NaN,293,21.3
1.76,0.04,87.6,-0.6, NaN,296,21.3
1.8,0.04,92.4,4.8, NaN,300,21.3
1.84,0.04,92.9,0.5, NaN,304,21.3
1.88,0.04,97.7,4.8, NaN,308,21.3
1.92,0.04,98.6,0.9, NaN,312,21.3
1.96,0.04,116.9,18.3, NaN,316,21.3
2,0.04,118.9,2, NaN,319,21.3
2.04,0.04,122.1,3.2, NaN,323,21.3
2.08,0.04,127.1,5, NaN,327,21.3
2.12,0.04,139.3,12.2, NaN,331,21.3
2.16,0.04,149,9.7,267.24,338,21.3
2.2,0.04,159.4,10.4,266.22,344,21.3
2.24,0.04,168.7,9.3,232.48,348,21.3
2.28,0.04,178,9.3,180.71,352,21.3
2.32,0.04,184.4,6.4,142.64,356,21.3
2.34,0.02,185,0.6,117.3,720,21.2
2.36,0.02,187.1,2.1,96.74,725,21.3
2.38,0.02,189,1.9,86.14,730,21.3
2.4,0.02,191.2,2.2,92.56,735,21.2
2.42,0.02,193.3,2.1,105.13,739,21.3
2.44,0.02,195.2,1.9,92.57,742,21.3
2.46,0.02,197.1,1.9,84.37,746,21.2
2.48,0.02,198.3,1.2,75.76,750,21.3
2.5,0.02,200.5,2.2,69.31,753,21.3
2.52,0.02,200.9,0.4,67.41,757,21.2
2.54,0.02,202.8,1.9,67.71,760,21.2
2.56,0.02,204,1.2,69.97,764,21.2
2.58,0.02,205.3,1.3,66.33,767,21.2
2.6,0.02,206.9,1.6,62.54,770,21.2
2.62,0.02,208,1.1,49.76,773,21.2
2.64,0.02,209,1,42.51,777,21.3
2.66,0.02,209.4,0.4,36.17,780,21.2
2.68,0.02,210.2,0.8,32.16,783,21.2
2.7,0.02,210.9,0.7,35.65,787,21.2
2.72,0.02,211.7,0.8,42.66,790,21.2
2.74,0.02,212.6,0.9,48.86,794,21.2
