 Comment / ID, Start time, Sample size, Corr. f, Density,,
2.78,0.02,215.3,0.1,40.16,778,21.5
2.8,0.02,216.2,0.9,36.09,781,21.5
2.82,0.02,217.3,1.1,34.44,784,21.5
2.84,0.02,217.9,0.6,34.06,788,21.5
2.86,0.02,218.4,0.5,33.62,791,21.5
2.88,0.02,218.9,0.5,29.08,795,21.5
2.9,0.02,219.8,0.9,30.98,798,21.5
2.92,0.02,220.3,0.5,33.54,802,21.5
2.94,0.02,220.9,0.6,31.42,806,21.5
2.96,0.02,221.6,0.7,31.26,809,21.5
2.98,0.02,222.4,0.8,30.2,812,21.5
3,0.02,222.7,0.3,29.61,816,21.5
3.02,0.02,223.2,0.5,27.66,819,21.5
3.04,0.02,224.2,1,26.75,822,21.5
3.06,0.02,224.4,0.2,25.7,825,21.5
3.08,0.02,224.9,0.5,26.78,829,21.5
3.1,0.02,225.5,0.6,24.76,832,21.5
3.12,0.02,226,0.5,24.03,836,21.5
3.14,0.02,226.4,0.4,24.39,839,21.5
3.16,0.02,227.1,0.7,22.48,842,21.5
3.18,0.02,227.3,0.2,21.85,846,21.5
3.2,0.02,227.8,0.5,22.81,849,21.5
3.22,0.02,228.2,0.4,22.47,854,21.5
3.24,0.02,228.8,0.6,22.99,858,21.5
3.26,0.02,229.2,0.4,23.89,861,21.5
3.28,0.02,229.7,0.5,22.22,864,21.5
3.3,0.02,230,0.3,20.98,868,21.5
3.32,0.02,230.6,0.6,20.21,871,21.5
3.34,0.02,230.9,0.3,21,875,21.5
3.36,0.02,231.3,0.4,20.74,878,21.5
3.38,0.02,231.7,0.4,20.84,883,21.5
3.4,0.02,232.2,0.5,20.01,886,21.5
3.42,0.02,232.6,0.4,19.21,890,21.5
3.44,0.02,232.9,0.3,17.71,893,21.5
3.46,0.02,233.3,0.4,17.51,897,21.5
3.48,0.02,233.6,0.3,17.63,901,21.5
3.5,0.02,233.9,0.3,18.5,905,21.5
3.52,0.02,234.4,0.5,19.07,908,21.5
3.54,0.02,234.8,0.4,19.79,912,21.5
3.56,0.02,235.1,0.3,19.82,915,21.5
3.58,0.02,235.5,0.4,18.85,918,21.5
3.6,0.02,235.9,0.4,16.7,922,21.5
3.62,0.02,236.3,0.4,15.7,925,21.5
3.64,0.02,236.5,0.2,14.44,928,21.5
3.66,0.02,236.8,0.3,13.63,931,21.5
3.68,0.02,237,0.2,14.99,934,21.5
3.7,0.02,237.4,0.4,16.23,938,21.5
3.72,0.02,237.7,0.3, NaN,943,21.5
3.74,0.02,238.1,0.4, NaN,946,21.5
3.76,0.02,238.5,0.4, NaN,949,21.5
3.78,0.02,238.7,0.2, NaN,952,21.5
3.8,0.02,239.1,0.4, NaN,956,21.5
