 Comment / ID, Start time, Sample size, Corr. f, Density,,
1.36,0.04,57.7,1.7, NaN,302,20.7
1.4,0.04,59.8,2.1, NaN,307,20.7
1.44,0.04,63.2,3.4, NaN,311,20.7
1.48,0.04,65.1,1.9, NaN,315,20.7
1.52,0.04,67.6,2.5, NaN,319,20.7
1.56,0.04,70.1,2.5, NaN,323,20.7
1.6,0.04,72.2,2.1, NaN,327,20.7
1.64,0.04,77,4.8, NaN,332,20.7
1.68,0.04,78.5,1.5, NaN,336,20.7
1.72,0.04,83.6,5.1, NaN,340,20.7
1.76,0.04,89.2,5.6, NaN,344,20.7
1.8,0.04,93,3.8, NaN,348,20.7
1.84,0.04,96.8,3.8, NaN,351,20.7
1.88,0.04,105.5,8.7, NaN,355,20.7
1.92,0.04,108.3,2.8, NaN,359,20.7
1.96,0.04,112.4,4.1, NaN,363,20.7
2,0.04,118.3,5.9, NaN,367,20.7
2.04,0.04,123.9,5.6, NaN,371,20.7
2.08,0.04,129.5,5.6, NaN,376,20.7
2.12,0.04,138.2,8.7, NaN,382,20.7
2.16,0.04,151.8,13.6,261.4,388,20.7
2.2,0.04,161.2,9.4,258.09,394,20.7
2.24,0.04,170.6,9.4,225.23,398,20.7
2.28,0.04,178.4,7.8,168.37,402,20.7
2.32,0.04,183.9,5.5,120.88,406,20.7
2.34,0.02,184.2,0.3,109.12,771,20.6
2.36,0.02,187.3,3.1,93.46,775,20.6
2.38,0.02,188.5,1.2,89.56,785,20.6
2.4,0.02,191.1,2.6,96.13,789,20.6
2.42,0.02,193.4,2.3,98.31,793,20.6
2.44,0.02,194.9,1.5,85.34,797,20.6
2.46,0.02,195.9,1,80.94,806,20.6
2.48,0.02,198.4,2.5,70.09,809,20.6
2.5,0.02,199.3,0.9,69.53,813,20.6
2.52,0.02,200.8,1.5,69.98,817,20.6
2.54,0.02,202,1.2,67.63,821,20.6
2.56,0.02,203.3,1.3,63.87,825,20.6
2.58,0.02,204.9,1.6,63.79,828,20.6
2.6,0.02,206,1.1,57.2,832,20.6
2.62,0.02,207.1,1.1,51.77,835,20.6
2.64,0.02,208,0.9,46.89,839,20.6
2.66,0.02,208.8,0.8,42.7,842,20.6
2.68,0.02,209.8,1,41.58,846,20.7
2.7,0.02,210.6,0.8,42.29,850,20.6
2.72,0.02,211.5,0.9,41.9,854,20.6
2.74,0.02,212.1,0.6,42.03,860,20.7
2.76,0.02,213.1,1,41.11,863,20.7
2.78,0.02,214.1,1,40.37,867,20.7
2.8,0.02,214.6,0.5,40.03,871,20.6
2.82,0.02,215.6,1,39.99,874,20.7
2.84,0.02,216.2,0.6,37.88,878,20.6
2.86,0.02,217,0.8,35.93,882,20.6
2.88,0.02,217.9,0.9,35.11,885,20.7
2.9,0.02,218.5,0.6,33.68,888,20.7
2.92,0.02,219,0.5,33.54,892,20.7
2.94,0.02,219.6,0.6,31.25,896,20.7
2.96,0.02,220.5,0.9,30.26,899,20.7
2.98,0.02,221.1,0.6,29.44,902,20.6
3,0.02,221.5,0.4,26.87,906,20.7
3.02,0.02,222,0.5,26.56,910,20.7
3.04,0.02,222.6,0.6,27.44,913,20.7
3.06,0.02,223.1,0.5,28.4,917,20.6
3.08,0.02,223.7,0.6,29.3,920,20.7
3.1,0.02,224.5,0.8,27.03,923,20.7
3.12,0.02,224.8,0.3,24.23,927,20.6
3.14,0.02,225.2,0.4,23.9,930,20.7
3.16,0.02,225.9,0.7,24,934,20.7
3.18,0.02,226.1,0.2,24.33,937,20.7
3.2,0.02,226.7,0.6,24.17,941,20.7
3.22,0.02,227.4,0.7,21.94,944,20.7
3.24,0.02,227.7,0.3,21.89,948,20.7
3.26,0.02,228,0.3,22.84,952,20.7
3.28,0.02,228.4,0.4,21.66,955,20.6
3.3,0.02,229,0.6,22.76,958,20.7
3.32,0.02,229.6,0.6,24.09,961,20.7
3.34,0.02,229.9,0.3,23.32,965,20.7
3.36,0.02,230.3,0.4,21.3,968,20.6
3.38,0.02,230.8,0.5,19.67,971,20.7
3.4,0.02,231.2,0.4,19.71,975,20.7
3.42,0.02,231.6,0.4,18.94,978,20.6
3.44,0.02,231.9,0.3,19.06,982,20.7
3.46,0.02,232.3,0.4,19.04,985,20.7
3.48,0.02,232.7,0.4,18.67,988,20.7
3.5,0.02,233,0.3,17.49,992,20.6
3.52,0.02,233.6,0.6,17.58,995,20.6
3.54,0.02,233.7,0.1,17.45,998,20.7
3.56,0.02,234,0.3,16.44,1002,20.7
3.58,0.02,234.4,0.4,16.59,1005,20.6
3.6,0.02,234.9,0.5,16.16,1008,20.7
3.62,0.02,235.1,0.2,16.42,1012,20.7
3.64,0.02,235.3,0.2,15.8,1017,20.6
3.66,0.02,235.8,0.5,16.49,1020,20.7
3.68,0.02,236,0.2,18.2,1023,20.7
3.7,0.02,236.4,0.4,18.89,1026,20.6
3.72,0.02,236.9,0.5, NaN,1029,20.7
3.74,0.02,237.2,0.3, NaN,1033,20.6
3.76,0.02,237.5,0.3, NaN,1036,20.7
3.78,0.02,237.7,0.2, NaN,1039,20.7
3.8,0.02,238.1,0.4, NaN,1043,20.6
