 Comment / ID, Start time, Sample size, Corr. f, Density,,
6, 6/13/2014 11:34:04 AM, 100.12 g,1, 1.0 g/mL,,
 EQP titration[1],,,,,,
 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,17.1, NaN, NaN,0,20.7
0.04,0.04,-51.6,-68.7, NaN,28,20.7
0.08,0.04,-52.4,-0.8, NaN,31,20.7
0.12,0.04,-51.4,1, NaN,35,20.7
0.16,0.04,-49.3,2.1, NaN,41,20.7
0.2,0.04,-39.1,10.2, NaN,71,20.7
0.24,0.04,-29.7,9.4, NaN,99,20.7
0.28,0.04,-22.6,7.1, NaN,122,20.7
0.32,0.04,-16.2,6.4, NaN,142,20.7
0.36,0.04,-11.6,4.6, NaN,154,20.7
0.4,0.04,-7.5,4.1, NaN,165,20.7
0.44,0.04,-2.3,5.2, NaN,176,20.7
0.48,0.04,-0.5,1.8, NaN,181,20.7
0.52,0.04,-0.1,0.4, NaN,184,20.7
0.56,0.04,3.8,3.9, NaN,191,20.7
0.6,0.04,9.1,5.3, NaN,206,20.7
0.64,0.04,12.2,3.1, NaN,214,20.7
0.68,0.04,14.8,2.6, NaN,220,20.7
0.72,0.04,18,3.2, NaN,225,20.7
0.76,0.04,20.3,2.3, NaN,230,20.7
0.8,0.04,22.1,1.8, NaN,235,20.7
0.84,0.04,24.2,2.1, NaN,240,20.7
0.88,0.04,26.3,2.1, NaN,247,20.7
0.92,0.04,28.7,2.4, NaN,253,20.7
0.96,0.04,32.6,3.9, NaN,258,20.7
1,0.04,35.5,2.9, NaN,263,20.7
1.04,0.04,36.9,1.4, NaN,267,20.7
1.08,0.04,38.8,1.9, NaN,272,20.7
1.12,0.04,42.8,4, NaN,276,20.7
1.16,0.04,44.1,1.3, NaN,281,20.7
1.2,0.04,47.6,3.5, NaN,286,20.7
1.24,0.04,49.2,1.6, NaN,290,20.7
1.28,0.04,53.4,4.2, NaN,294,20.7
1.32,0.04,56,2.6, NaN,298,20.7
