 Comment / ID, Start time, Sample size, Corr. f, Density,,
1.6,0.04,86,4.5, NaN,278,23.8
1.64,0.04,86.9,0.9, NaN,281,23.8
1.68,0.04,91.5,4.6, NaN,284,23.8
1.72,0.04,92.9,1.4, NaN,288,23.8
1.76,0.04,94.4,1.5, NaN,291,23.8
1.8,0.04,98.7,4.3, NaN,295,23.8
1.84,0.04,105.9,7.2, NaN,299,23.8
1.88,0.04,107.3,1.4, NaN,302,23.8
1.92,0.04,111.7,4.4, NaN,306,23.8
1.96,0.04,120,8.3, NaN,310,23.8
2,0.04,123.4,3.4, NaN,313,23.8
2.04,0.04,129.5,6.1, NaN,318,23.8
2.08,0.04,138.7,9.2, NaN,322,23.8
2.12,0.04,148.4,9.7,255.24,327,23.8
2.16,0.04,160.1,11.7,267.38,334,23.8
2.2,0.04,170.8,10.7,238.56,338,23.8
2.24,0.04,179.1,8.3,193.18,341,23.8
2.28,0.04,184.3,5.2,147.69,346,23.8
2.3,0.02,186.2,1.9,120.47,710,23.8
2.32,0.02,189,2.8,106.24,714,23.8
2.34,0.02,191.5,2.5,102.99,718,23.8
2.36,0.02,193.8,2.3,99.61,722,23.8
2.38,0.02,195.4,1.6,89.77,726,23.8
2.4,0.02,196.8,1.4,80.13,734,23.8
2.42,0.02,198.5,1.7,78.74,741,23.8
2.44,0.02,199.9,1.4,75.74,746,23.8
2.46,0.02,202.1,2.2,76.19,750,23.8
2.48,0.02,203.1,1,74.74,754,23.8
2.5,0.02,204.6,1.5,68.93,758,23.8
2.52,0.02,205.6,1,63.51,764,23.8
2.54,0.02,207.5,1.9,59.53,767,23.8
2.56,0.02,208.5,1,56.47,770,23.8
2.58,0.02,209.2,0.7,52.46,774,23.8
2.6,0.02,210.4,1.2,50.17,778,23.8
2.62,0.02,211.5,1.1,47.23,781,23.8
2.64,0.02,212.2,0.7,49.4,788,23.8
2.66,0.02,213.6,1.4,48.84,791,23.8
2.68,0.02,214.2,0.6,44.74,794,23.8
2.7,0.02,215.1,0.9,43.1,797,23.8
2.72,0.02,216.1,1,40.62,801,23.8
2.74,0.02,216.9,0.8,36.9,804,23.8
2.76,0.02,217.4,0.5,36.52,810,23.8
2.78,0.02,218.3,0.9,35.58,814,23.8
2.8,0.02,218.9,0.6,35.34,817,23.8
2.82,0.02,219.6,0.7,34.91,822,23.8
2.84,0.02,220.4,0.8,35.5,825,23.8
2.86,0.02,221.2,0.8,33.01,828,23.8
2.88,0.02,221.6,0.4,34.85,834,23.8
2.9,0.02,222.3,0.7,33.94,838,23.8
2.92,0.02,223.2,0.9,32.62,841,23.8
2.94,0.02,223.6,0.4,30.93,844,23.8
2.96,0.02,224.6,1,30.97,848,23.8
2.98,0.02,224.8,0.2,28.85,853,23.8
3,0.02,225.4,0.6,27.95,857,23.8
3.02,0.02,226,0.6,27.59,860,23.8
3.04,0.02,226.8,0.8,26.06,863,23.8
3.06,0.02,227.1,0.3,27.89,867,23.8
3.08,0.02,227.6,0.5,25.76,870,23.8
3.1,0.02,228.1,0.5,24.64,873,23.8
3.12,0.02,228.7,0.6,25.29,877,23.8
3.14,0.02,229.3,0.6,26.11,880,23.8
3.16,0.02,229.6,0.3,23.63,886,23.8
3.18,0.02,230.1,0.5,22.86,890,23.8
3.2,0.02,230.7,0.6,21.63,893,23.8
3.22,0.02,231,0.3,22.12,898,23.8
3.24,0.02,231.4,0.4,22.32,904,23.8
3.26,0.02,232,0.6,23.33,907,23.8
3.28,0.02,232.3,0.3,23.75,913,23.8
3.3,0.02,232.9,0.6,23.65,916,23.8
3.32,0.02,233.3,0.4,20.47,921,23.8
3.34,0.02,233.9,0.6,18.93,924,23.8
3.36,0.02,234,0.1,18.45,927,23.8
3.38,0.02,234.4,0.4,17.93,930,23.8
3.4,0.02,234.7,0.3,18.75,937,23.8
3.42,0.02,235.3,0.6,19.5,940,23.8
3.44,0.02,235.6,0.3,20.08,945,23.8
3.46,0.02,236,0.4,18.23,949,23.8
3.48,0.02,236.3,0.3,17.48,953,23.8
3.5,0.02,236.7,0.4,17.43,956,23.8
3.52,0.02,237,0.3,18.21,960,23.8
3.54,0.02,237.4,0.4,19.36,964,23.8
3.56,0.02,237.8,0.4,19.6,967,23.8
3.58,0.02,238.2,0.4,18.19,970,23.8
3.6,0.02,238.5,0.3,17.07,973,23.8
3.62,0.02,239,0.5, NaN,976,23.8
3.64,0.02,239.1,0.1, NaN,982,23.8
3.66,0.02,239.4,0.3, NaN,985,23.8
3.68,0.02,239.8,0.4, NaN,989,23.8
3.7,0.02,240.1,0.3, NaN,994,23.8
