 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,35.6, NaN, NaN,0,20.9
0.04,0.04,-40.3,-75.9, NaN,28,20.8
0.08,0.04,-48.7,-8.4, NaN,47,20.8
0.12,0.04,-48.6,0.1, NaN,51,20.8
0.16,0.04,-48,0.6, NaN,54,20.8
0.2,0.04,-46.2,1.8, NaN,59,20.8
0.24,0.04,-35.2,11, NaN,89,20.7
0.28,0.04,-27.8,7.4, NaN,109,20.7
0.32,0.04,-19.2,8.6, NaN,136,20.6
0.36,0.04,-16,3.2, NaN,142,20.6
0.4,0.04,-10.9,5.1, NaN,155,20.6
0.44,0.04,-7.9,3, NaN,160,20.6
0.48,0.04,-1.1,6.8, NaN,166,20.6
0.52,0.04,0.3,1.4, NaN,170,20.6
0.56,0.04,3.3,3, NaN,176,20.6
0.6,0.04,4.6,1.3, NaN,181,20.6
0.64,0.04,5.3,0.7, NaN,184,20.6
0.68,0.04,10.4,5.1, NaN,200,20.6
0.72,0.04,12.7,2.3, NaN,206,20.6
0.76,0.04,15.6,2.9, NaN,212,20.6
0.8,0.04,17.3,1.7, NaN,218,20.6
0.84,0.04,20,2.7, NaN,223,20.6
0.88,0.04,23.8,3.8, NaN,227,20.6
0.92,0.04,26.7,2.9, NaN,232,20.6
0.96,0.04,28.5,1.8, NaN,237,20.5
1,0.04,30.1,1.6, NaN,241,20.5
1.04,0.04,32.2,2.1, NaN,246,20.6
1.08,0.04,34.4,2.2, NaN,251,20.5
1.12,0.04,36.7,2.3, NaN,256,20.6
1.16,0.04,38.5,1.8, NaN,261,20.5
1.2,0.04,41.6,3.1, NaN,266,20.5
1.24,0.04,44.8,3.2, NaN,270,20.5
1.28,0.04,47.9,3.1, NaN,275,20.5
1.32,0.04,48.8,0.9, NaN,279,20.5
1.36,0.04,51.4,2.6, NaN,283,20.5
1.4,0.04,54.5,3.1, NaN,288,20.5
1.44,0.04,56.6,2.1, NaN,292,20.5
1.48,0.04,61.7,5.1, NaN,296,20.5
1.52,0.04,66.5,4.8, NaN,300,20.5
1.56,0.04,66.6,0.1, NaN,304,20.5
1.6,0.04,69.5,2.9, NaN,308,20.5
1.64,0.04,71.5,2, NaN,312,20.5
1.68,0.04,74.4,2.9, NaN,317,20.5
1.72,0.04,77.7,3.3, NaN,322,20.5
1.76,0.04,82.6,4.9, NaN,326,20.5
1.8,0.04,87.1,4.5, NaN,330,20.5
1.84,0.04,92.8,5.7, NaN,334,20.5
1.88,0.04,96.1,3.3, NaN,338,20.5
1.92,0.04,101,4.9, NaN,343,20.5
1.96,0.04,107.4,6.4, NaN,348,20.5
2,0.04,120.1,12.7, NaN,352,20.5
2.04,0.04,124.4,4.3, NaN,357,20.5
2.08,0.04,134.8,10.4, NaN,362,20.5
2.12,0.04,146.7,11.9,276.75,369,20.5
2.16,0.04,158.8,12.1,272.58,378,20.5
2.2,0.04,169.3,10.5,258.24,384,20.5
2.24,0.04,177.7,8.4,197.2,388,20.5
2.28,0.04,185.6,7.9,144.52,391,20.5
2.3,0.02,185.2,-0.4,118.8,756,20.6
2.32,0.02,187.8,2.6,100.79,762,20.6
2.34,0.02,190.2,2.4,90.45,767,20.6
2.36,0.02,192.2,2,89.46,772,20.6
2.38,0.02,194.4,2.2,100.04,776,20.6
2.4,0.02,195.8,1.4,86.89,784,20.6
2.42,0.02,197.3,1.5,82.14,791,20.6
2.44,0.02,199.3,2,83.18,795,20.6
2.46,0.02,201,1.7,83.97,799,20.6
2.48,0.02,202.6,1.6,81.7,802,20.6
2.5,0.02,203.8,1.2,73.35,806,20.6
2.52,0.02,205.9,2.1,61.83,809,20.6
2.54,0.02,206.8,0.9,56.2,813,20.6
2.56,0.02,207.6,0.8,51.52,816,20.6
2.58,0.02,208.6,1,44.5,820,20.6
2.6,0.02,209.4,0.8,43.73,823,20.6
2.62,0.02,210.8,1.4,47.69,827,20.6
2.64,0.02,211.4,0.6,47.59,831,20.6
2.66,0.02,212,0.6,44.56,834,20.6
2.68,0.02,213.6,1.6,44.43,838,20.6
2.7,0.02,214.1,0.5,45.18,841,20.6
2.72,0.02,215,0.9,44.4,844,20.6
2.74,0.02,215.7,0.7,38.43,848,20.6
2.76,0.02,216.9,1.2,36.43,852,20.6
2.78,0.02,217.5,0.6,39.07,855,20.6
2.8,0.02,217.8,0.3,35.59,859,20.6
2.82,0.02,218.7,0.9,33.94,862,20.6
2.84,0.02,219.8,1.1,32.31,866,20.6
2.86,0.02,220.2,0.4,32.81,870,20.6
2.88,0.02,220.6,0.4,32.2,873,20.6
2.9,0.02,221.4,0.8,30.97,877,20.6
2.92,0.02,222,0.6,32.31,881,20.6
2.94,0.02,222.7,0.7,34.55,885,20.6
2.96,0.02,223.5,0.8,31.87,888,20.6
2.98,0.02,224,0.5,28.04,892,20.6
3,0.02,224.5,0.5,27.02,895,20.6
3.02,0.02,225.1,0.6,27,899,20.6
3.04,0.02,225.5,0.4,26.26,904,20.6
3.06,0.02,226.1,0.6,28.21,908,20.6
3.08,0.02,226.8,0.7,27.03,911,20.6
3.1,0.02,227.3,0.5,26.69,914,20.6
3.12,0.02,227.6,0.3,25.92,918,20.6
3.14,0.02,228.4,0.8,23.68,921,20.6
3.16,0.02,228.6,0.2,22.6,924,20.6
3.18,0.02,229.3,0.7,22.26,928,20.6
3.2,0.02,229.6,0.3,23.04,931,20.6
3.22,0.02,230,0.4,22.7,936,20.6
3.24,0.02,230.5,0.5,23.61,940,20.6
3.26,0.02,231,0.5,21.7,944,20.6
3.28,0.02,231.6,0.6,22.09,947,20.6
3.3,0.02,231.8,0.2,20.16,951,20.6
3.32,0.02,232.2,0.4,19.5,954,20.6
