 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,62.5, NaN, NaN,0,20.7
0.04,0.04,1.3,-61.2, NaN,28,20.7
0.08,0.04,-16.3,-17.6, NaN,58,20.7
0.12,0.04,-16.3,0, NaN,62,20.7
0.16,0.04,-15.3,1, NaN,65,20.7
0.2,0.04,-13.3,2, NaN,73,20.7
0.24,0.04,-8.6,4.7, NaN,86,20.7
0.28,0.04,-5.2,3.4, NaN,93,20.7
0.32,0.04,-1.6,3.6, NaN,100,20.7
0.36,0.04,1.5,3.1, NaN,105,20.7
0.4,0.04,3.8,2.3, NaN,110,20.7
0.44,0.04,6,2.2, NaN,115,20.7
0.48,0.04,7.6,1.6, NaN,119,20.7
0.52,0.04,11.2,3.6, NaN,127,20.8
0.56,0.04,17.3,6.1, NaN,132,20.8
0.6,0.04,19.6,2.3, NaN,136,20.8
0.64,0.04,23,3.4, NaN,141,20.8
0.68,0.04,24,1, NaN,145,20.8
0.72,0.04,27.3,3.3, NaN,149,20.8
0.76,0.04,31,3.7, NaN,153,20.8
0.8,0.04,33.6,2.6, NaN,157,20.8
0.84,0.04,35.1,1.5, NaN,161,20.8
0.88,0.04,35.9,0.8, NaN,165,20.8
0.92,0.04,37.1,1.2, NaN,169,20.8
0.96,0.04,39.6,2.5, NaN,173,20.8
1,0.04,42.1,2.5, NaN,177,20.8
1.04,0.04,43.8,1.7, NaN,181,20.8
1.08,0.04,44.5,0.7, NaN,185,20.8
1.12,0.04,50.8,6.3, NaN,189,20.8
1.16,0.04,52.2,1.4, NaN,193,20.8
1.2,0.04,54.4,2.2, NaN,197,20.8
1.24,0.04,59.1,4.7, NaN,201,20.8
1.28,0.04,62.9,3.8, NaN,204,20.8
1.32,0.04,68.1,5.2, NaN,208,20.8
1.36,0.04,71.2,3.1, NaN,212,20.8
1.4,0.04,71.5,0.3, NaN,215,20.8
1.44,0.04,75.7,4.2, NaN,219,20.8
1.48,0.04,79.2,3.5, NaN,222,20.8
1.52,0.04,78.5,-0.7, NaN,226,20.8
1.56,0.04,80.7,2.2, NaN,229,20.8
1.6,0.04,87.3,6.6, NaN,233,20.8
1.64,0.04,88.7,1.4, NaN,237,20.8
1.68,0.04,92,3.3, NaN,240,20.8
1.72,0.04,95.7,3.7, NaN,244,20.8
1.76,0.04,102.7,7, NaN,248,20.8
1.8,0.04,103.7,1, NaN,251,20.8
1.84,0.04,106.6,2.9, NaN,255,20.8
1.88,0.04,110.9,4.3, NaN,259,20.8
1.92,0.04,113.5,2.6, NaN,263,20.8
1.96,0.04,123,9.5, NaN,267,20.8
2,0.04,126.6,3.6, NaN,271,20.8
2.04,0.04,132.6,6, NaN,275,20.8
2.08,0.04,141.4,8.8,214.61,279,20.8
2.12,0.04,149.1,7.7,232.82,284,20.8
2.16,0.04,160.3,11.2,251.3,291,20.8
2.2,0.04,171.3,11,228.62,295,20.8
