 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,42.2, NaN, NaN,0,20.7
0.04,0.04,-36,-78.2, NaN,28,20.7
0.08,0.04,-46.5,-10.5, NaN,50,20.7
0.12,0.04,-47,-0.5, NaN,54,20.7
0.16,0.04,-46.8,0.2, NaN,57,20.7
0.2,0.04,-37.4,9.4, NaN,87,20.8
0.24,0.04,-29.4,8, NaN,114,20.8
0.28,0.04,-22.6,6.8, NaN,138,20.8
0.32,0.04,-17,5.6, NaN,158,20.8
0.36,0.04,-12.2,4.8, NaN,174,20.8
0.4,0.04,-8.3,3.9, NaN,188,20.8
0.44,0.04,-3.1,5.2, NaN,202,20.8
0.48,0.04,-0.7,2.4, NaN,211,20.8
0.52,0.04,-0.3,0.4, NaN,214,20.8
0.56,0.04,3.2,3.5, NaN,225,20.8
0.6,0.04,5,1.8, NaN,232,20.8
0.64,0.04,5.7,0.7, NaN,235,20.8
0.68,0.04,11.3,5.6, NaN,252,20.8
0.72,0.04,13.9,2.6, NaN,262,20.8
0.76,0.04,16,2.1, NaN,268,20.9
0.8,0.04,18.2,2.2, NaN,277,20.9
0.84,0.04,20,1.8, NaN,284,20.9
0.88,0.04,22.1,2.1, NaN,292,20.9
0.92,0.04,24.9,2.8, NaN,298,20.9
0.96,0.04,26.9,2, NaN,304,20.9
1,0.04,29.3,2.4, NaN,310,20.9
1.04,0.04,31.6,2.3, NaN,319,20.9
1.08,0.04,34.7,3.1, NaN,323,20.9
1.12,0.04,36.3,1.6, NaN,328,20.9
1.16,0.04,37.5,1.2, NaN,332,20.9
1.2,0.04,39.1,1.6, NaN,339,20.9
1.24,0.04,42.7,3.6, NaN,353,20.9
1.28,0.04,45.7,3, NaN,364,20.9
1.32,0.04,48,2.3, NaN,373,20.9
1.36,0.04,50.6,2.6, NaN,383,20.9
1.4,0.04,53.8,3.2, NaN,388,20.9
1.44,0.04,55.7,1.9, NaN,392,20.9
1.48,0.04,57.9,2.2, NaN,396,20.9
1.52,0.04,59.9,2, NaN,404,20.9
1.56,0.04,63.6,3.7, NaN,417,20.9
1.6,0.04,67.1,3.5, NaN,429,20.9
1.64,0.04,69.5,2.4, NaN,435,20.9
1.68,0.04,73,3.5, NaN,441,20.9
1.72,0.04,76.2,3.2, NaN,445,21
1.76,0.04,77.9,1.7, NaN,449,20.9
1.8,0.04,84.3,6.4, NaN,471,21
1.84,0.04,89.5,5.2, NaN,476,21
1.88,0.04,92.7,3.2, NaN,481,21
1.92,0.04,97.3,4.6, NaN,489,21
1.96,0.04,103.2,5.9, NaN,494,21
2,0.04,111.3,8.1, NaN,510,21
2.04,0.04,119.4,8.1, NaN,522,21
2.08,0.04,130.1,10.7, NaN,536,21
2.12,0.04,142.6,12.5,298.63,548,21
2.16,0.04,155.4,12.8,291.49,557,21
2.2,0.04,166.3,10.9,261.23,564,21
2.24,0.04,175,8.7,209.85,570,21
2.28,0.04,181.8,6.8,158.74,576,21
2.3,0.02,184.4,2.6,134.63,942,21.2
2.32,0.02,186.7,2.3,118.89,948,21.2
2.34,0.02,189.4,2.7,109.52,952,21.2
2.36,0.02,191.5,2.1,103.73,957,21.2
2.38,0.02,193.2,1.7,99.36,963,21.2
2.4,0.02,195.3,2.1,93.19,969,21.2
2.42,0.02,197.4,2.1,87.32,974,21.2
2.44,0.02,198.8,1.4,82.88,979,21.2
2.46,0.02,200.4,1.6,76.38,984,21.2
2.48,0.02,202,1.6,69.58,988,21.2
2.5,0.02,203.3,1.3,65.99,993,21.2
2.52,0.02,204.5,1.2,63.8,998,21.2
2.54,0.02,205.8,1.3,59.69,1002,21.2
2.56,0.02,207,1.2,57.41,1007,21.2
2.58,0.02,208.1,1.1,55.23,1012,21.2
2.6,0.02,209.2,1.1,52.78,1016,21.2
2.62,0.02,210.2,1,50.22,1021,21.2
2.64,0.02,211.2,1,48.5,1026,21.2
2.66,0.02,212.1,0.9,45.12,1030,21.2
2.68,0.02,213.1,1,43.47,1035,21.2
2.7,0.02,213.9,0.8,42.45,1039,21.2
2.72,0.02,214.7,0.8,41.63,1044,21.2
2.74,0.02,215.4,0.7,41.56,1049,21.2
2.76,0.02,216.5,1.1,41.58,1053,21.2
2.78,0.02,217.2,0.7,40.7,1058,21.2
2.8,0.02,218,0.8,39.1,1062,21.2
2.82,0.02,218.8,0.8,37.36,1066,21.2
2.84,0.02,219.5,0.7,34.85,1070,21.2
2.86,0.02,220.1,0.6,33.49,1075,21.2
2.88,0.02,220.9,0.8,31.49,1078,21.2
2.9,0.02,221.5,0.6,30.63,1083,21.2
2.92,0.02,222,0.5,30.44,1087,21.2
2.94,0.02,222.6,0.6,30.28,1091,21.2
2.96,0.02,223.3,0.7,30.48,1096,21.2
2.98,0.02,223.9,0.6,31.01,1100,21.2
3,0.02,224.5,0.6,30.58,1105,21.2
3.02,0.02,225.1,0.6,29.29,1109,21.2
3.04,0.02,225.7,0.6,28.21,1113,21.2
3.06,0.02,226.2,0.5,27.79,1117,21.2
3.08,0.02,226.8,0.6,26.22,1121,21.2
3.1,0.02,227.3,0.5,25.19,1125,21.2
3.12,0.02,227.8,0.5,25.02,1128,21.2
3.14,0.02,228.3,0.5,25,1133,21.2
3.16,0.02,228.7,0.4,24.2,1137,21.2
3.18,0.02,229.3,0.6,24.07,1140,21.2
3.2,0.02,229.8,0.5,23.79,1145,21.2
3.22,0.02,230.2,0.4,22.15,1149,21.3
3.24,0.02,230.6,0.4,21.26,1154,21.3
3.26,0.02,231.1,0.5,20.43,1158,21.2
3.28,0.02,231.5,0.4,21.41,1163,21.3
3.3,0.02,231.8,0.3,22.6,1167,21.3
3.32,0.02,232.4,0.6,22.57,1171,21.3
3.34,0.02,232.8,0.4,21.97,1175,21.3
3.36,0.02,233.3,0.5,21.02,1179,21.3
3.38,0.02,233.7,0.4,20.57,1183,21.3
3.4,0.02,234,0.3,19.16,1187,21.3
3.42,0.02,234.4,0.4,18.97,1192,21.3
3.44,0.02,234.8,0.4,18.78,1196,21.3
3.46,0.02,235.3,0.5,18.72,1199,21.3
3.48,0.02,235.5,0.2,18.21,1204,21.3
3.5,0.02,235.9,0.4,17.8,1208,21.3
3.52,0.02,236.3,0.4,17.98,1212,21.3
3.54,0.02,236.6,0.3,18.22,1216,21.3
3.56,0.02,237,0.4,17.79,1221,21.3
3.58,0.02,237.4,0.4,17.27,1224,21.3
3.6,0.02,237.7,0.3,17.25,1228,21.3
3.62,0.02,238,0.3,16.99,1232,21.3
3.64,0.02,238.3,0.3,15.99,1236,21.3
3.66,0.02,238.8,0.5, NaN,1240,21.3
3.68,0.02,239,0.2, NaN,1245,21.3
3.7,0.02,239.3,0.3, NaN,1249,21.3
3.72,0.02,239.6,0.3, NaN,1253,21.3
3.74,0.02,240,0.4, NaN,1257,21.3
