 Comment / ID, Start time, Sample size, Corr. f, Density,,
1.72,0.04,85.9,1.9, NaN,286,21.3
1.76,0.04,92,6.1, NaN,290,21.3
1.8,0.04,95,3, NaN,294,21.3
1.84,0.04,104,9, NaN,298,21.3
1.88,0.04,107.2,3.2, NaN,302,21.3
1.92,0.04,117.4,10.2, NaN,306,21.3
1.96,0.04,119.2,1.8, NaN,310,21.3
2,0.04,131.9,12.7, NaN,314,21.3
2.04,0.04,137.2,5.3, NaN,318,21.3
2.08,0.04,145,7.8,236.32,324,21.3
2.12,0.04,157,12,245.27,329,21.3
2.16,0.04,167.2,10.2,217.98,333,21.3
2.2,0.04,175.5,8.3,200.93,337,21.3
2.24,0.04,181,5.5,150.81,341,21.3
2.26,0.02,182.3,1.3,120.3,706,21.3
2.28,0.02,185.8,3.5,108.67,710,21.3
2.3,0.02,187.9,2.1,103.99,714,21.3
2.32,0.02,190.1,2.2,106.4,718,21.3
2.34,0.02,192.1,2,96.43,722,21.3
2.36,0.02,193.7,1.6,82.14,725,21.3
2.38,0.02,195.3,1.6,81.66,729,21.3
2.4,0.02,197.5,2.2,75.04,733,21.3
2.42,0.02,198,0.5,72.77,742,21.3
2.44,0.02,200,2,69.07,745,21.3
2.46,0.02,201.5,1.5,65.65,749,21.3
2.48,0.02,202.3,0.8,63.53,754,21.3
2.5,0.02,204,1.7,65.05,757,21.3
2.52,0.02,204.9,0.9,58.93,761,21.3
2.54,0.02,206.3,1.4,57.74,765,21.3
2.56,0.02,207.4,1.1,56.05,768,21.3
2.58,0.02,208.6,1.2,50.26,772,21.3
2.6,0.02,209.3,0.7,48.46,776,21.3
2.62,0.02,210.3,1,44.74,779,21.3
2.64,0.02,211.4,1.1,42.42,782,21.3
2.66,0.02,212,0.6,44.29,786,21.3
2.68,0.02,213,1,44.97,790,21.3
2.7,0.02,213.8,0.8,43.99,794,21.3
2.72,0.02,214.6,0.8,40.45,797,21.3
2.74,0.02,215.9,1.3,39.38,800,21.3
2.76,0.02,216.2,0.3,36.92,804,21.3
2.78,0.02,217,0.8,34.89,807,21.3
2.8,0.02,217.4,0.4,33.76,812,21.3
2.82,0.02,218.6,1.2,33.75,815,21.3
2.84,0.02,219.1,0.5,34.17,818,21.3
2.86,0.02,219.6,0.5,32.43,822,21.3
2.88,0.02,220.4,0.8,29.79,826,21.3
2.9,0.02,220.9,0.5,27.41,829,21.3
2.92,0.02,221.4,0.5,28.93,833,21.3
2.94,0.02,222.2,0.8,28.27,836,21.3
2.96,0.02,222.4,0.2,26.26,841,21.3
2.98,0.02,223.2,0.8,27.45,844,21.3
3,0.02,223.7,0.5,26.7,848,21.3
3.02,0.02,224.2,0.5,26.07,852,21.3
3.04,0.02,224.6,0.4,27.52,855,21.3
3.06,0.02,225.4,0.8,25.06,859,21.3
3.08,0.02,225.7,0.3,27.03,862,21.3
3.1,0.02,226.3,0.6,26.37,866,21.3
3.12,0.02,226.9,0.6,26.3,869,21.3
3.14,0.02,227.2,0.3,23.88,873,21.3
3.16,0.02,228,0.8,24.13,876,21.3
3.18,0.02,228.2,0.2,22.14,879,21.3
3.2,0.02,228.8,0.6,22.53,882,21.3
3.22,0.02,229,0.2,22.06,886,21.3
3.24,0.02,229.7,0.7,19.84,890,21.3
3.26,0.02,230,0.3,21.12,893,21.3
3.28,0.02,230.5,0.5,19.42,896,21.3
3.3,0.02,230.7,0.2,19.45,899,21.3
3.32,0.02,231.1,0.4,18.44,904,21.3
3.34,0.02,231.7,0.6,20.84,907,21.3
3.36,0.02,231.9,0.2,20.66,910,21.3
3.38,0.02,232.4,0.5,21.74,913,21.3
3.4,0.02,232.8,0.4,19.78,917,21.3
3.42,0.02,233.3,0.5,18.12,920,21.3
3.44,0.02,233.5,0.2,17.29,924,21.3
3.46,0.02,234,0.5,15.65,927,21.3
3.48,0.02,234.1,0.1,15.82,933,21.3
3.5,0.02,234.5,0.4,17.81,936,21.3
3.52,0.02,234.9,0.4,19.57,939,21.3
3.54,0.02,235.3,0.4,19.7,943,21.3
3.56,0.02,235.7,0.4,20.45,946,21.3
3.58,0.02,236.2,0.5,19.3,950,21.3
3.6,0.02,236.4,0.2,18.51,953,21.3
3.62,0.02,236.8,0.4,16.21,956,21.3
3.64,0.02,237.2,0.4,15.24,960,21.3
3.66,0.02,237.5,0.3,14.38,963,21.3
3.68,0.02,237.7,0.2,14.7,966,21.3
3.7,0.02,237.9,0.2,14.5,970,21.3
3.72,0.02,238.4,0.5, NaN,973,21.3
3.74,0.02,238.6,0.2, NaN,976,21.3
3.76,0.02,239,0.4, NaN,980,21.3
3.78,0.02,239.3,0.3, NaN,983,21.3
3.8,0.02,239.6,0.3, NaN,986,21.3
