 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,59.8, NaN, NaN,0,20.9
0.1,0.1,-3.4,-63.2, NaN,28,21
0.2,0.1,-4.6,-1.2, NaN,31,21
0.3,0.1,-3.1,1.5, NaN,35,21
0.4,0.1,-0.7,2.4, NaN,39,21
0.5,0.1,3.2,3.9, NaN,45,21
0.6,0.1,5.1,1.9, NaN,48,21
0.7,0.1,12.3,7.2, NaN,54,21
0.8,0.1,18.1,5.8, NaN,58,21
0.9,0.1,26,7.9, NaN,62,21
1,0.1,30.4,4.4, NaN,66,21
1.1,0.1,36.5,6.1, NaN,71,21
1.2,0.1,39.3,2.8, NaN,75,21
1.3,0.1,48.6,9.3, NaN,79,21
1.4,0.1,67.6,19, NaN,82,21
1.5,0.1,72.7,5.1, NaN,86,21
1.6,0.1,75.9,3.2, NaN,90,21
1.7,0.1,89.4,13.5, NaN,94,21
1.8,0.1,95.3,5.9, NaN,98,21
1.9,0.1,102.5,7.2, NaN,102,21
2,0.1,118.5,16,198.37,106,21
2.1,0.1,148.6,30.1,217.23,121,21
2.2,0.1,174.7,26.1,218.53,126,21
2.3,0.1,189.9,15.2,175.03,130,21
2.4,0.1,199.5,9.6,108.04,134,21
2.45,0.05,203.1,3.6,67.51,497,21.1
2.5,0.05,206.8,3.7,52.29,500,21.1
2.55,0.05,209.5,2.7,51.14,504,21.1
2.6,0.05,211.7,2.2,48.13,508,21.1
2.65,0.05,214.3,2.6,44.36,511,21.1
2.7,0.05,216.1,1.8,40.56,515,21.1
2.75,0.05,218.7,2.6,37.35,518,21.1
2.8,0.05,220.2,1.5,34.66,521,21.1
2.85,0.05,221.7,1.5,31.3,525,21.1
2.9,0.05,223.2,1.5,29.44,528,21.1
2.95,0.05,224.6,1.4,27.38,533,21.1
3,0.05,226.4,1.8,27.4,537,21.1
3.05,0.05,227.3,0.9,26.61,542,21.1
3.1,0.05,228.7,1.4,25.11,545,21.1
3.15,0.05,229.9,1.2,23.75,549,21.1
3.2,0.05,231.2,1.3,23.22,552,21.1
3.25,0.05,232.4,1.2,22.61,556,21.1
3.3,0.05,233.2,0.8,21.19,559,21.1
3.35,0.05,234.4,1.2,19.81,562,21.1
3.4,0.05,235.5,1.1,19.05,565,21.1
3.45,0.05,236.2,0.7,18.28,569,21.1
3.5,0.05,237.3,1.1, NaN,572,21.1
3.55,0.05,237.9,0.6, NaN,576,21.1
3.6,0.05,239,1.1, NaN,579,21.1
3.65,0.05,239.6,0.6, NaN,582,21.2
3.7,0.05,240.5,0.9, NaN,586,21.2
