 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,35.7, NaN, NaN,0,21.9
0.04,0.04,-40.7,-76.4, NaN,28,21.9
0.08,0.04,-42.1,-1.4, NaN,31,21.9
0.12,0.04,-42.4,-0.3, NaN,34,21.9
0.16,0.04,-41.3,1.1, NaN,38,21.9
0.2,0.04,-31.1,10.2, NaN,68,21.9
0.24,0.04,-22.9,8.2, NaN,91,21.9
0.28,0.04,-16.4,6.5, NaN,109,21.9
0.32,0.04,-12.7,3.7, NaN,116,21.9
0.36,0.04,-8.9,3.8, NaN,124,21.9
0.4,0.04,-3.3,5.6, NaN,136,21.8
0.44,0.04,-0.7,2.6, NaN,140,21.9
0.48,0.04,1.9,2.6, NaN,146,21.8
0.52,0.04,5,3.1, NaN,151,21.8
0.56,0.04,8.2,3.2, NaN,157,21.8
0.6,0.04,11.3,3.1, NaN,162,21.8
0.64,0.04,14.9,3.6, NaN,166,21.8
0.68,0.04,16.5,1.6, NaN,172,21.8
0.72,0.04,20.3,3.8, NaN,177,21.8
0.76,0.04,21.7,1.4, NaN,181,21.8
0.8,0.04,23.4,1.7, NaN,187,21.8
0.84,0.04,26,2.6, NaN,192,21.8
0.88,0.04,28.7,2.7, NaN,198,21.8
0.92,0.04,32.5,3.8, NaN,202,21.8
0.96,0.04,36.2,3.7, NaN,206,21.8
1,0.04,38.7,2.5, NaN,211,21.8
1.04,0.04,40.8,2.1, NaN,214,21.8
1.08,0.04,43.5,2.7, NaN,218,21.8
1.12,0.04,44.1,0.6, NaN,222,21.8
1.16,0.04,48.2,4.1, NaN,226,21.8
1.2,0.04,51.1,2.9, NaN,230,21.8
1.24,0.04,53,1.9, NaN,234,21.8
1.28,0.04,56.3,3.3, NaN,238,21.8
1.32,0.04,61.2,4.9, NaN,242,21.8
1.36,0.04,64.2,3, NaN,246,21.8
1.4,0.04,65.9,1.7, NaN,250,21.8
1.44,0.04,68.6,2.7, NaN,253,21.8
1.48,0.04,73.4,4.8, NaN,257,21.8
1.52,0.04,74.6,1.2, NaN,261,21.8
1.56,0.04,77.5,2.9, NaN,264,21.8
1.6,0.04,79.1,1.6, NaN,268,21.8
1.64,0.04,83.8,4.7, NaN,272,21.8
1.68,0.04,90.6,6.8, NaN,276,21.8
1.72,0.04,94.4,3.8, NaN,279,21.8
1.76,0.04,98.3,3.9, NaN,283,21.8
1.8,0.04,97.8,-0.5, NaN,287,21.8
1.84,0.04,104.2,6.4, NaN,291,21.8
1.88,0.04,113.4,9.2, NaN,294,21.8
1.92,0.04,117.9,4.5, NaN,298,21.8
1.96,0.04,125.3,7.4, NaN,302,21.8
2,0.04,130.1,4.8, NaN,306,21.8
2.04,0.04,134.9,4.8, NaN,310,21.8
2.08,0.04,143.1,8.2,229.96,316,21.8
2.12,0.04,155,11.9,249.76,321,21.8
2.16,0.04,166.4,11.4,253.35,325,21.8
2.2,0.04,174.9,8.5,216.24,329,21.8
2.24,0.04,183,8.1,158.86,332,21.8
2.26,0.02,182.2,-0.8,124.2,696,21.7
2.28,0.02,185.3,3.1,104.53,701,21.7
2.3,0.02,187.3,2,100.75,705,21.7
2.32,0.02,190.4,3.1,103.07,709,21.7
2.34,0.02,192.5,2.1,111.46,712,21.7
2.36,0.02,193.8,1.3,88.05,716,21.7
