 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,-22.9, NaN, NaN,0,21.2
0.04,0.04,-58.9,-36, NaN,28,21.2
0.08,0.04,-59.1,-0.2, NaN,31,21.2
0.12,0.04,-57.3,1.8, NaN,35,21.2
0.16,0.04,-55.7,1.6, NaN,39,21.2
0.2,0.04,-53.4,2.3, NaN,46,21.2
0.24,0.04,-41.8,11.6, NaN,77,21.2
0.28,0.04,-35,6.8, NaN,94,21.2
0.32,0.04,-26.9,8.1, NaN,116,21.2
0.36,0.04,-18.9,8, NaN,138,21.2
0.4,0.04,-13,5.9, NaN,156,21.2
0.44,0.04,-9.7,3.3, NaN,168,21.2
0.48,0.04,-6.2,3.5, NaN,175,21.2
0.52,0.04,-2,4.2, NaN,186,21.2
0.56,0.04,-0.2,1.8, NaN,191,21.1
0.6,0.04,3.6,3.8, NaN,199,21.1
0.64,0.04,5.4,1.8, NaN,204,21.1
0.68,0.04,10,4.6, NaN,217,21.1
0.72,0.04,12.2,2.2, NaN,222,21.1
0.76,0.04,14.1,1.9, NaN,227,21.1
0.8,0.04,17,2.9, NaN,233,21.1
0.84,0.04,19.7,2.7, NaN,238,21.1
0.88,0.04,22.2,2.5, NaN,243,21.1
0.92,0.04,25.2,3, NaN,248,21.1
0.96,0.04,27.1,1.9, NaN,252,21.1
1,0.04,29.9,2.8, NaN,257,21.1
1.04,0.04,32.3,2.4, NaN,262,21.1
1.08,0.04,35.2,2.9, NaN,266,21
1.12,0.04,38.7,3.5, NaN,271,21
1.16,0.04,41.1,2.4, NaN,276,21
1.2,0.04,43,1.9, NaN,280,21
1.24,0.04,45.2,2.2, NaN,284,21
1.28,0.04,49.5,4.3, NaN,289,21
1.32,0.04,54.3,4.8, NaN,293,21
1.36,0.04,58.7,4.4, NaN,297,21
1.4,0.04,65.4,6.7, NaN,301,21
1.44,0.04,65.5,0.1, NaN,304,21
1.48,0.04,67.9,2.4, NaN,308,21
1.52,0.04,72.7,4.8, NaN,312,21
1.56,0.04,79.8,7.1, NaN,316,21
1.6,0.04,80.2,0.4, NaN,319,21
1.64,0.04,84.2,4, NaN,323,21
1.68,0.04,86.3,2.1, NaN,327,21
1.72,0.04,90.6,4.3, NaN,331,21
1.76,0.04,92.6,2, NaN,334,21
1.8,0.04,96.9,4.3, NaN,338,21
1.84,0.04,110.6,13.7, NaN,342,21
1.88,0.04,117.3,6.7, NaN,346,21
1.92,0.04,115.3,-2, NaN,349,20.9
1.96,0.04,119.5,4.2, NaN,353,21
2,0.04,123.7,4.2, NaN,359,20.9
2.04,0.04,135.9,12.2, NaN,376,20.9
2.08,0.04,150.2,14.3,308.02,381,20.9
2.12,0.04,161.5,11.3,294.44,386,20.9
2.16,0.04,171,9.5,250.66,394,20.9
2.2,0.04,179.4,8.4,181.6,400,20.9
2.24,0.04,186,6.6,135.3,404,20.9
2.26,0.02,187,1,120.36,770,20.9
2.28,0.02,189.5,2.5,105.01,777,20.9
2.3,0.02,191.7,2.2,94.01,782,20.9
2.32,0.02,194,2.3,96.13,789,20.9
2.34,0.02,195.5,1.5,106.81,794,20.9
2.36,0.02,197.6,2.1,94.07,799,20.9
2.38,0.02,199.3,1.7,91.07,803,20.9
2.4,0.02,201.9,2.6,85.23,806,20.9
2.42,0.02,203.3,1.4,76.55,810,20.9
2.44,0.02,203.6,0.3,65.79,818,20.9
2.46,0.02,206.1,2.5,56.65,821,20.9
2.48,0.02,206.7,0.6,52.24,825,20.9
2.5,0.02,207.7,1,57.41,828,20.9
2.52,0.02,208.9,1.2,54.87,831,20.9
2.54,0.02,209.7,0.8,48.85,837,20.9
2.56,0.02,211.2,1.5,54.67,841,20.9
2.58,0.02,212.3,1.1,49.42,844,20.9
2.6,0.02,212.7,0.4,49.66,851,20.9
2.62,0.02,213.9,1.2,46.32,855,20.9
2.64,0.02,215.1,1.2,40.63,858,20.9
2.66,0.02,215.5,0.4,42.52,862,20.9
2.68,0.02,216.9,1.4,40.69,865,20.9
2.7,0.02,216.9,0,35.39,869,20.9
2.72,0.02,217.9,1,36.52,874,20.9
2.74,0.02,219.1,1.2,37.22,877,20.9
2.76,0.02,219.3,0.2,37.8,880,20.9
2.78,0.02,220.1,0.8,38.2,884,20.9
2.8,0.02,221.1,1,33.26,887,20.9
2.82,0.02,221.6,0.5,33.98,891,20.9
2.84,0.02,222.5,0.9,33.85,894,20.9
2.86,0.02,222.7,0.2,31.43,900,20.9
2.88,0.02,223.6,0.9,29.98,904,20.9
2.9,0.02,224.3,0.7,30.98,907,20.9
2.92,0.02,224.7,0.4,30.3,910,20.9
2.94,0.02,225.5,0.8,27.32,913,20.9
2.96,0.02,225.8,0.3,27.21,919,20.9
2.98,0.02,226.6,0.8,31.1,922,20.9
3,0.02,227,0.4,30.07,926,20.9
3.02,0.02,227.4,0.4,27.41,930,20.9
3.04,0.02,228.7,1.3,24.65,933,20.9
3.06,0.02,228.8,0.1,22.38,937,20.9
3.08,0.02,228.8,0,21.57,942,20.9
3.1,0.02,229.5,0.7,18.5,946,20.9
3.12,0.02,229.9,0.4,21.56,950,20.9
3.14,0.02,230.6,0.7,28.38,953,20.9
3.16,0.02,230.8,0.2,27.04,957,20.9
3.18,0.02,231.3,0.5,23.35,960,20.9
3.2,0.02,232.3,1,22.62,963,20.9
3.22,0.02,232.4,0.1,20.44,967,20.9
3.24,0.02,232.6,0.2,20.13,972,20.9
3.26,0.02,233.1,0.5,17.94,978,20.9
3.28,0.02,233.6,0.5,18.44,982,20.9
3.3,0.02,233.9,0.3,22.48,986,20.9
