 Comment / ID, Start time, Sample size, Corr. f, Density,,
2.2,0.04,160.8,9.9,238.1,316,20.8
2.24,0.04,171.3,10.5,218.16,320,20.8
2.28,0.04,178.2,6.9,171.03,324,20.8
2.32,0.04,183.7,5.5,130.39,328,20.8
2.34,0.02,183.9,0.2,108.89,692,20.7
2.36,0.02,186.9,3,95.81,697,20.7
2.38,0.02,189.1,2.2,98.5,700,20.7
2.4,0.02,191.9,2.8,99.07,704,20.7
2.42,0.02,193.8,1.9,91.5,708,20.7
2.44,0.02,194.8,1,70.99,711,20.7
2.46,0.02,195.8,1,66.53,719,20.7
2.48,0.02,197.9,2.1,66.44,723,20.7
2.5,0.02,198.8,0.9,74.4,731,20.7
2.52,0.02,200.5,1.7,77.98,736,20.7
2.54,0.02,202.1,1.6,71.62,739,20.7
2.56,0.02,203.5,1.4,66.08,742,20.6
2.58,0.02,204.9,1.4,60.96,746,20.6
2.6,0.02,205.8,0.9,51.83,750,20.6
2.62,0.02,206.6,0.8,47.95,753,20.6
2.64,0.02,208,1.4,45.22,757,20.6
2.66,0.02,208.5,0.5,45.52,761,20.7
2.68,0.02,209.6,1.1,46.46,764,20.6
2.7,0.02,210.5,0.9,44.62,768,20.6
2.72,0.02,211.3,0.8,44.82,772,20.6
2.74,0.02,212.4,1.1,44.4,775,20.6
2.76,0.02,213.1,0.7,40.78,779,20.6
2.78,0.02,213.9,0.8,41.01,782,20.6
2.8,0.02,214.9,1,38.63,785,20.6
2.82,0.02,215.3,0.4,37.38,789,20.6
2.84,0.02,216.3,1,36.71,792,20.6
2.86,0.02,217.1,0.8,35.14,796,20.6
2.88,0.02,217.5,0.4,33.98,799,20.6
2.9,0.02,218.4,0.9,32.36,803,20.6
2.92,0.02,218.9,0.5,28.7,806,20.6
2.94,0.02,219.6,0.7,30.34,810,20.6
2.96,0.02,220.1,0.5,30.23,813,20.6
2.98,0.02,220.6,0.5,29.1,817,20.6
3,0.02,221.3,0.7,29.86,821,20.6
3.02,0.02,222.1,0.8,31.66,824,20.6
3.04,0.02,222.4,0.3,29.9,828,20.6
3.06,0.02,223.1,0.7,28.97,832,20.6
3.08,0.02,223.7,0.6,26.02,835,20.6
3.1,0.02,224.4,0.7,24.25,838,20.6
3.12,0.02,224.4,0,23.31,844,20.6
3.14,0.02,225.3,0.9,21.44,847,20.6
3.16,0.02,225.4,0.1,22.57,853,20.6
3.18,0.02,226,0.6,23.2,857,20.6
3.2,0.02,226.5,0.5,25.16,860,20.6
3.22,0.02,227,0.5,25.27,864,20.6
3.24,0.02,227.5,0.5,26.09,868,20.6
3.26,0.02,227.9,0.4,23.75,871,20.6
3.28,0.02,228.6,0.7,23.1,874,20.6
3.3,0.02,229,0.4,22.71,878,20.6
3.32,0.02,229.2,0.2,20.67,881,20.6
3.34,0.02,229.8,0.6,19.82,885,20.6
3.36,0.02,230.2,0.4,19.13,888,20.6
3.38,0.02,230.6,0.4,19.36,891,20.6
3.4,0.02,230.8,0.2,20.14,894,20.6
3.42,0.02,231.4,0.6,19.45,898,20.6
3.44,0.02,231.7,0.3,20.95,901,20.6
3.46,0.02,232.1,0.4,21.13,904,20.6
3.48,0.02,232.7,0.6,21.42,908,20.6
3.5,0.02,232.9,0.2,19.15,911,20.6
3.52,0.02,233.4,0.5,17.78,914,20.6
3.54,0.02,233.7,0.3,15.68,918,20.6
3.56,0.02,234.1,0.4,15.08,921,20.6
3.58,0.02,234.2,0.1,16.79,927,20.6
3.6,0.02,234.6,0.4,16.44,930,20.6
3.62,0.02,235,0.4,18.61,933,20.6
3.64,0.02,235.4,0.4,18.84,936,20.6
3.66,0.02,235.8,0.4,18.06,940,20.6
3.68,0.02,236,0.2,15.21,943,20.6
3.7,0.02,236.5,0.5,14.5,946,20.6
3.72,0.02,236.6,0.1, NaN,951,20.6
3.74,0.02,236.9,0.3, NaN,954,20.6
3.76,0.02,237.2,0.3, NaN,958,20.6
3.78,0.02,237.6,0.4, NaN,961,20.6
3.8,0.02,237.8,0.2, NaN,966,20.6
