 Comment / ID, Start time, Sample size, Corr. f, Density,,
1.36,0.04,61.3,3.4, NaN,274,22.1
1.4,0.04,65.7,4.4, NaN,278,22.1
1.44,0.04,65.7,0, NaN,282,22.1
1.48,0.04,70.6,4.9, NaN,286,22.1
1.52,0.04,72.6,2, NaN,289,22.1
1.56,0.04,76,3.4, NaN,293,22.1
1.6,0.04,78.1,2.1, NaN,297,22.1
1.64,0.04,85.4,7.3, NaN,300,22.1
1.68,0.04,85.9,0.5, NaN,304,22.1
1.72,0.04,89.1,3.2, NaN,308,22.1
1.76,0.04,97.1,8, NaN,312,22.1
1.8,0.04,99.2,2.1, NaN,315,22.1
1.84,0.04,104.7,5.5, NaN,319,22.1
1.88,0.04,108.8,4.1, NaN,323,22.1
1.92,0.04,115.1,6.3, NaN,326,22.1
1.96,0.04,121.4,6.3, NaN,330,22.1
2,0.04,119.9,-1.5, NaN,346,22.1
2.04,0.04,128,8.1, NaN,350,22.1
2.08,0.04,142.1,14.1, NaN,354,22.1
2.12,0.04,151.1,9,266.6,358,22.1
2.16,0.04,163.3,12.2,257.02,362,22.1
2.2,0.04,169.1,5.8,192.63,367,22.1
2.24,0.04,176.6,7.5,144.45,372,22.1
2.28,0.04,182,5.4,120.33,376,22.1
2.3,0.02,183,1,102.88,740,22
2.32,0.02,185.3,2.3,104.77,744,22
2.34,0.02,187.9,2.6,91.91,748,22
2.36,0.02,189.9,2,92.88,752,22
2.38,0.02,191.1,1.2,93.05,762,22
2.4,0.02,193.3,2.2,83.36,766,22
2.42,0.02,194.7,1.4,80.39,771,22
2.44,0.02,196.4,1.7,84.78,775,22
2.46,0.02,198.3,1.9,81.69,779,22
2.48,0.02,199.5,1.2,75.92,782,22
2.5,0.02,201.2,1.7,71.86,786,22
2.52,0.02,202.9,1.7,61.4,789,22
2.54,0.02,203.4,0.5,53.98,793,22
2.56,0.02,204.9,1.5,47.69,796,22
2.58,0.02,205.6,0.7,45.64,799,22
2.6,0.02,206.3,0.7,44.96,803,22
2.62,0.02,207.5,1.2,46.88,806,22
2.64,0.02,208.3,0.8,44.57,810,22
2.66,0.02,209.6,1.3,48.78,813,22
2.68,0.02,209.9,0.3,47.12,817,22
2.7,0.02,211.2,1.3,42.69,820,22
2.72,0.02,212,0.8,40.46,824,22
2.74,0.02,213.1,1.1,40.32,827,22
2.76,0.02,213.4,0.3,38.67,831,22
2.78,0.02,214.1,0.7,35.16,834,22
2.8,0.02,215.1,1,35.62,838,22
2.82,0.02,216,0.9,34.68,841,22
2.84,0.02,216.2,0.2,35.99,845,22
2.86,0.02,217.2,1,32.82,849,22
2.88,0.02,217.7,0.5,31.45,852,22
2.9,0.02,218.4,0.7,33.43,855,22
2.92,0.02,219.2,0.8,32.87,859,22
2.94,0.02,219.6,0.4,30.11,862,22
2.96,0.02,220.3,0.7,29.41,866,22
2.98,0.02,221,0.7,27.95,869,22
3,0.02,221.3,0.3,26.38,872,22
3.02,0.02,222,0.7,25.56,876,22
3.04,0.02,222.4,0.4,24.19,879,22
3.06,0.02,223,0.6,24.17,882,22
3.08,0.02,223.3,0.3,24.26,886,22
3.1,0.02,223.9,0.6,22.64,889,22
3.12,0.02,224.4,0.5,24.84,893,22
3.14,0.02,224.8,0.4,24.69,896,22
3.16,0.02,225.3,0.5,25.04,900,22
3.18,0.02,225.8,0.5,24.87,903,22
3.2,0.02,226.5,0.7,24.73,906,22
3.22,0.02,226.7,0.2,23.11,910,22
3.24,0.02,227.3,0.6,23.47,913,22
3.26,0.02,227.8,0.5,23.22,916,22
3.28,0.02,228.1,0.3,22.33,920,22
3.3,0.02,228.6,0.5,22.81,923,22
3.32,0.02,229.3,0.7,20.13,926,22
3.34,0.02,229.4,0.1,19.04,930,22
3.36,0.02,229.8,0.4,19.2,933,22
3.38,0.02,230.3,0.5,18.39,936,22
3.4,0.02,230.5,0.2,19.12,940,22
3.42,0.02,231,0.5,19.97,943,22
3.44,0.02,231.5,0.5,18.47,946,22
3.46,0.02,231.7,0.2,17.37,952,22
3.48,0.02,232.1,0.4,17.29,955,22
3.5,0.02,232.4,0.3,17.2,959,22
3.52,0.02,232.8,0.4,18.73,962,22
3.54,0.02,233.1,0.3,19.86,966,22
3.56,0.02,233.6,0.5,19.37,969,22
3.58,0.02,234,0.4,17.99,973,22
3.6,0.02,234.3,0.3,16.21,976,21.9
3.62,0.02,234.6,0.3,14.72,979,21.9
3.64,0.02,234.9,0.3,13.83,982,22
3.66,0.02,235.1,0.2,15.51,987,21.9
3.68,0.02,235.5,0.4,16.8,991,21.9
3.7,0.02,235.8,0.3,17.26,994,21.9
3.72,0.02,236.2,0.4, NaN,998,21.9
3.74,0.02,236.6,0.4, NaN,1001,21.9
3.76,0.02,236.8,0.2, NaN,1004,21.9
3.78,0.02,237.1,0.3, NaN,1007,21.9
3.8,0.02,237.4,0.3, NaN,1011,21.9
