 Comment / ID, Start time, Sample size, Corr. f, Density,,
1.8,0.04,95.5,4.3, NaN,275,20.9
1.84,0.04,95.3,-0.2, NaN,279,20.9
1.88,0.04,95.4,0.1, NaN,282,20.9
1.92,0.04,100.6,5.2, NaN,286,20.9
1.96,0.04,102.7,2.1, NaN,290,20.9
2,0.04,112.3,9.6, NaN,294,21
2.04,0.04,114.4,2.1, NaN,298,20.9
2.08,0.04,125.2,10.8, NaN,302,20.9
2.12,0.04,132.4,7.2, NaN,306,20.9
2.16,0.04,136.9,4.5, NaN,312,20.9
2.2,0.04,148.8,11.9,256.01,318,20.9
2.24,0.04,161.7,12.9,245.83,322,21
2.28,0.04,169.6,7.9,233.14,329,20.9
2.32,0.04,178.9,9.3,187.79,333,21
2.36,0.04,183.6,4.7,125.92,337,21
2.38,0.02,184.4,0.8,104.88,703,21
2.4,0.02,186.8,2.4,97.7,710,21
2.42,0.02,189.7,2.9,86.08,713,21
2.44,0.02,191.4,1.7,94.61,717,21
2.46,0.02,193,1.6,88.39,722,21
2.48,0.02,194.5,1.5,76.94,728,21
2.5,0.02,196,1.5,73.91,735,21
2.52,0.02,197.8,1.8,74.09,739,21
2.54,0.02,199,1.2,72.85,743,21
2.56,0.02,200.7,1.7,71.54,748,21
2.58,0.02,201.8,1.1,67.09,752,21
2.6,0.02,203.1,1.3,63.07,756,21
2.62,0.02,204.7,1.6,58.18,759,21
2.64,0.02,205.7,1,54.66,763,21
2.66,0.02,206.5,0.8,55.19,768,21
2.68,0.02,207.7,1.2,53.17,771,21
2.7,0.02,208.6,0.9,53.89,776,21
2.72,0.02,210.1,1.5,52,779,21
2.74,0.02,211,0.9,45.34,782,21
2.76,0.02,211.7,0.7,38.91,785,21
2.78,0.02,212.6,0.9,36.34,789,21
2.8,0.02,212.9,0.3,36.17,795,21
2.82,0.02,213.8,0.9,39.18,799,21
2.84,0.02,214.8,1,38.78,802,21
2.86,0.02,215.6,0.8,35.19,806,21
2.88,0.02,216.3,0.7,37.62,809,21
2.9,0.02,216.8,0.5,35.96,813,21
2.92,0.02,217.4,0.6,35.26,818,21
2.94,0.02,218.2,0.8,36.05,821,21
2.96,0.02,219.6,1.4,35.9,825,21
2.98,0.02,219.6,0,32.8,828,21
3,0.02,220.2,0.6,28.92,832,21
3.02,0.02,221,0.8,26.11,835,21
3.04,0.02,221.5,0.5,26.04,839,21
3.06,0.02,221.9,0.4,29.48,844,21.1
3.08,0.02,222.6,0.7,28.57,847,21
3.1,0.02,223.1,0.5,28.83,852,21
3.12,0.02,223.7,0.6,31.53,855,21.1
3.14,0.02,224.4,0.7,29.89,859,21
3.16,0.02,225,0.6,27.17,862,21
3.18,0.02,225.4,0.4,25.11,865,21.1
3.2,0.02,226.1,0.7,21.25,868,21.1
3.22,0.02,226.2,0.1,20.8,874,21
3.24,0.02,226.8,0.6,22.86,877,21
3.26,0.02,227.2,0.4,23.87,880,21.1
3.28,0.02,227.6,0.4,25.08,884,21.1
3.3,0.02,228.4,0.8,26.33,887,21
3.32,0.02,228.8,0.4,23.33,890,21
3.34,0.02,229.1,0.3,21.81,894,21.1
3.36,0.02,229.7,0.6,19.78,897,21
3.38,0.02,230,0.3,19.33,900,21
3.4,0.02,230.3,0.3,19.75,903,21
3.42,0.02,230.8,0.5,18.74,907,21.1
3.44,0.02,231.2,0.4,18.71,910,21
3.46,0.02,231.6,0.4,19.75,914,21
3.48,0.02,231.8,0.2,19.78,917,21
3.5,0.02,232.3,0.5,18.42,921,21.1
3.52,0.02,232.8,0.5,20.61,924,21
3.54,0.02,233.1,0.3,20.79,928,21.1
3.56,0.02,233.5,0.4,19.46,931,21
3.58,0.02,233.8,0.3,18.05,934,21
3.6,0.02,234.5,0.7,18.82,938,21
3.62,0.02,234.5,0,17.85,941,21
3.64,0.02,234.9,0.4,16.58,945,21
3.66,0.02,235.4,0.5,16.04,948,21
3.68,0.02,235.7,0.3,16.08,951,21
3.7,0.02,235.8,0.1,16.31,955,21.1
3.72,0.02,236.3,0.5, NaN,958,21
3.74,0.02,236.6,0.3, NaN,962,21
3.76,0.02,236.9,0.3, NaN,965,21
3.78,0.02,237.1,0.2, NaN,969,21
3.8,0.02,237.6,0.5, NaN,972,21
