mVTris,TTris
-72.2,23.18
-71.5,23.71
-70.9,24.15
-69.9,24.88
-69.4,25.24
-69,25.58
-68.4,26.03
-67.8,26.5
-66.9,27.1
-66.4,27.57
-65.8,28.08
-65.2,28.55
-64.5,29.11
