mVTris,TTris
-72.6,22.38
-71.4,23.41
-70.4,24.14
-69.6,24.74
-68.7,25.43
-68,26.02
-67.4,26.5
-66.5,27.16
-65.9,27.64
-65.3,28.08
-64.7,28.59
-64.1,29.1
