mVTris,TTris
-75,22.99
-74.2,23.71
-73.2,24.58
-72.3,25.22
-71.4,25.84
-70,26.84
-69.3,27.37
-68.3,28.16
-67.6,28.79
-66.8,29.43
-65.8,30.08
-65.5,30.29
-64.8,30.91
-64.4,31.12
