mVTris,TTris
-72.4,23.58
-71.8,24
-71.1,24.5
-70.3,25.01
-69.7,25.58
-69.2,26.02
-68.5,26.5
-67.8,27
-67.2,27.51
-66.5,28.02
-65.8,28.55
-65.3,29.01
