Date.Time,Tank2.Light,Tank2.Temp,Tank2.pH
4/2/14 0:00,,24.557,
4/2/14 0:15,,24.532,
4/2/14 0:30,,24.508,
4/2/14 0:45,,24.484,
4/2/14 1:00,,24.46,
4/2/14 1:15,,24.46,
4/2/14 1:30,,24.436,
4/2/14 1:45,,24.436,
4/2/14 2:00,,24.436,
4/2/14 2:15,,24.412,
4/2/14 2:30,,24.388,
4/2/14 2:45,,24.388,
4/2/14 3:00,,24.363,
4/2/14 3:15,,24.363,
4/2/14 3:30,,24.339,
4/2/14 3:45,,24.315,
4/2/14 4:00,,24.315,
4/2/14 4:15,,24.291,
4/2/14 4:30,,24.291,
4/2/14 4:45,,24.267,
4/2/14 5:00,,24.267,
4/2/14 5:15,,24.243,
4/2/14 5:30,,24.243,
4/2/14 5:45,,24.219,
4/2/14 6:00,,24.219,
4/2/14 6:15,,24.219,
4/2/14 6:30,,24.219,
4/2/14 6:45,,24.219,
4/2/14 7:00,,24.219,
4/2/14 7:15,,24.243,
4/2/14 7:30,,24.243,
4/2/14 7:45,,24.267,
4/2/14 8:00,,24.339,
4/2/14 8:15,,24.363,
4/2/14 8:30,,24.46,
4/2/14 8:45,,24.557,
4/2/14 9:00,,24.798,
4/2/14 9:15,,24.919,
4/2/14 9:30,,25.137,
4/2/14 9:45,,25.186,
4/2/14 10:00,,25.307,
4/2/14 10:15,,25.38,
4/2/14 10:30,,25.477,
4/2/14 10:45,,25.623,
4/2/14 11:00,,25.817,
4/2/14 11:15,,25.89,
4/2/14 11:30,,26.109,
4/2/14 11:45,,26.353,
4/2/14 12:00,,26.475,
4/2/14 12:15,,26.695,
4/2/14 12:30,,26.818,
4/2/14 12:45,,27.014,
4/2/14 13:00,,26.989,
4/2/14 13:15,,27.161,
4/2/14 13:30,,27.063,
4/2/14 13:45,,27.014,
4/2/14 14:00,,27.087,
4/2/14 14:15,,26.94,
4/2/14 14:30,,26.842,
4/2/14 14:45,,26.573,
4/2/14 15:00,,26.304,
4/2/14 15:15,,26.134,
4/2/14 15:30,,26.012,
4/2/14 15:45,,25.89,
4/2/14 16:00,,25.817,
4/2/14 16:15,,25.72,
4/2/14 16:30,,25.623,
4/2/14 16:45,,25.574,
4/2/14 17:00,,25.501,
4/2/14 17:15,,25.428,
4/2/14 17:30,,25.38,
4/2/14 17:45,,25.307,
4/2/14 18:00,,25.234,
4/2/14 18:15,,25.186,
4/2/14 18:30,,25.137,
4/2/14 18:45,,25.089,
4/2/14 19:00,,25.065,
4/2/14 19:15,,25.04,
4/2/14 19:30,,25.016,
4/2/14 19:45,,24.992,
4/2/14 20:00,,24.968,
4/2/14 20:15,,24.968,
4/2/14 20:30,,24.944,
4/2/14 20:45,,24.919,
4/2/14 21:00,,24.895,
4/2/14 21:15,,24.871,
4/2/14 21:30,,24.847,
4/2/14 21:45,,24.823,
4/2/14 22:00,,24.823,
4/2/14 22:15,,24.798,
4/2/14 22:30,,24.774,
4/2/14 22:45,,24.75,
4/2/14 23:00,,24.75,
4/2/14 23:15,,24.726,
4/2/14 23:30,,24.702,
4/2/14 23:45,,24.702,
4/3/14 0:00,,24.702,
4/3/14 0:15,,24.702,
4/3/14 0:30,,24.702,
4/3/14 0:45,,24.726,
4/3/14 1:00,,24.726,
